TIMESTAMP,SYMBOL,INSTRUMENT,EXPIRY_DT,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,OPEN_INT,CHG_IN_OI,date,sentiment_mean,sentiment_std,news_count,confidence_mean,next_close,target,signal_proba,position,market_return,strategy_return,cumulative_market,cumulative_strategy
2025-05-26,NIFTY,FUTIDX,2025-06-25,24919.349609375,25079.19921875,24900.5,25001.150390625,25001.150390625,302,25001150,0,2025-05-26,0.0,0.0,0.0,0.5,24826.19921875,0,0.3174383,0,,,,
2025-05-27,NIFTY,FUTIDX,2025-06-26,24956.650390625,25062.900390625,24704.099609375,24826.19921875,24826.19921875,525,24826199,0,2025-05-27,0.0,0.0,0.0,0.5,24752.44921875,0,0.063297264,0,-0.0069977248703164685,-0.0,0.9930022751296835,1.0
2025-05-28,NIFTY,FUTIDX,2025-06-27,24832.5,24864.25,24737.05078125,24752.44921875,24752.44921875,684,24752449,0,2025-05-28,0.0,0.0,0.0,0.5,24833.599609375,1,0.53487486,0,-0.0029706520659956714,-0.0,0.9900524108695311,1.0
2025-05-29,NIFTY,FUTIDX,2025-06-28,24825.099609375,24892.599609375,24677.30078125,24833.599609375,24833.599609375,345,24833599,0,2025-05-29,0.0,0.0,0.0,0.5,24750.69921875,0,0.23670112,0,0.003278479228775888,0.0,0.9932982771339663,1.0
2025-05-30,NIFTY,FUTIDX,2025-06-29,24812.599609375,24863.94921875,24717.400390625,24750.69921875,24750.69921875,853,24750699,0,2025-05-30,0.0,0.0,0.0,0.5,24716.599609375,0,0.27115533,0,-0.00333823496911434,-0.0,0.9899824140904767,1.0
2025-06-02,NIFTY,FUTIDX,2025-07-02,24669.69921875,24754.400390625,24526.150390625,24716.599609375,24716.599609375,311,24716599,0,2025-06-02,0.0,0.0,0.0,0.5,24542.5,0,0.23166853,0,-0.0013777230725331435,-0.0,0.9886184924771823,1.0
2025-06-03,NIFTY,FUTIDX,2025-07-03,24786.30078125,24845.099609375,24502.150390625,24542.5,24542.5,349,24542500,0,2025-06-03,0.0,0.0,0.0,0.5,24620.19921875,1,0.83133364,1,-0.007043833380258491,-0.0,0.9816548285395307,1.0
2025-06-04,NIFTY,FUTIDX,2025-07-04,24560.44921875,24644.25,24530.44921875,24620.19921875,24620.19921875,280,24620199,0,2025-06-04,0.0,0.0,0.0,0.5,24750.900390625,1,0.96079844,1,0.003165904807986175,0.003165904807986175,0.9847626542809869,1.0031659048079862
2025-06-05,NIFTY,FUTIDX,2025-07-05,24691.19921875,24899.849609375,24613.099609375,24750.900390625,24750.900390625,388,24750900,0,2025-06-05,0.0,0.0,0.0,0.5,25003.05078125,1,0.8587963,1,0.005308696762106768,0.005308696762106768,0.989990460595212,1.0084914083986962
2025-06-06,NIFTY,FUTIDX,2025-07-06,24748.69921875,25029.5,24671.44921875,25003.05078125,25003.05078125,335,25003050,0,2025-06-06,0.0,0.0,0.0,0.5,25103.19921875,1,0.7135833,1,0.01018752395450262,0.01018752395450262,1.0000760121272547,1.018765438779668
2025-06-09,NIFTY,FUTIDX,2025-07-09,25160.099609375,25160.099609375,25077.150390625,25103.19921875,25103.19921875,279,25103199,0,2025-06-09,0.0,0.0,0.0,0.5,25104.25,1,0.81841797,1,0.004005448710087123,0.004005448710087123,1.004081765300019,1.0228460514923094
2025-06-10,NIFTY,FUTIDX,2025-07-10,25196.05078125,25199.30078125,25055.44921875,25104.25,25104.25,307,25104250,0,2025-06-10,0.0,0.0,0.0,0.5,25141.400390625,1,0.79141045,1,4.18584595869298e-05,4.18584595869298e-05,1.0041237946160138,1.0228888662524196
2025-06-11,NIFTY,FUTIDX,2025-07-11,25134.150390625,25222.400390625,25081.30078125,25141.400390625,25141.400390625,301,25141400,0,2025-06-11,0.0,0.0,0.0,0.5,24888.19921875,0,0.069989145,0,0.0014798446727146697,0.0014798446727146697,1.0056097418642223,1.0244025828919223
2025-06-12,NIFTY,FUTIDX,2025-07-12,25164.44921875,25196.19921875,24825.900390625,24888.19921875,24888.19921875,328,24888199,0,2025-06-12,0.0,0.0,0.0,0.5,24718.599609375,0,0.18632497,0,-0.010071084662786611,-0.0,0.9954821610161847,1.0244025828919223
2025-06-13,NIFTY,FUTIDX,2025-07-13,24473.0,24754.349609375,24473.0,24718.599609375,24718.599609375,318,24718599,0,2025-06-13,0.0,0.0,0.0,0.5,24946.5,1,0.7795099,1,-0.006814458847919758,-0.0,0.9886984887961017,1.0244025828919223
2025-06-16,NIFTY,FUTIDX,2025-07-16,24732.349609375,24967.099609375,24703.599609375,24946.5,24946.5,305,24946500,0,2025-06-16,0.0,0.0,0.0,0.5,24853.400390625,0,0.12587517,0,0.00921979376770854,0.00921979376770854,0.9978140849612468,1.0338473634412937
2025-06-17,NIFTY,FUTIDX,2025-07-17,24977.849609375,24982.05078125,24813.69921875,24853.400390625,24853.400390625,242,24853400,0,2025-06-17,0.0,0.0,0.0,0.5,24812.05078125,0,0.06451058,0,-0.0037319707924959866,-0.0,0.9940902719398303,1.0338473634412937
2025-06-18,NIFTY,FUTIDX,2025-07-18,24788.349609375,24947.55078125,24750.44921875,24812.05078125,24812.05078125,237,24812050,0,2025-06-18,0.0,0.0,0.0,0.5,24793.25,0,0.1433486,0,-0.0016637405234334324,-0.0,0.9924363636704531,1.0338473634412937
2025-06-19,NIFTY,FUTIDX,2025-07-19,24803.25,24863.099609375,24733.400390625,24793.25,24793.25,274,24793250,0,2025-06-19,0.0,0.0,0.0,0.5,25112.400390625,1,0.8914607,1,-0.0007577278241026608,-0.0,0.9916843670240487,1.0338473634412937
2025-06-20,NIFTY,FUTIDX,2025-07-20,24787.650390625,25136.19921875,24783.650390625,25112.400390625,25112.400390625,574,25112400,0,2025-06-20,0.0,0.0,0.0,0.5,24971.900390625,0,0.074345835,0,0.01287247095983779,0.01287247095983779,1.004449795239891,1.0471555336040965
2025-06-23,NIFTY,FUTIDX,2025-07-23,24939.75,25057.0,24824.849609375,24971.900390625,24971.900390625,248,24971900,0,2025-06-23,0.0,0.0,0.0,0.5,25044.349609375,1,0.8971056,1,-0.0055948454872697395,-0.0,0.998830053835804,1.0471555336040965
2025-06-24,NIFTY,FUTIDX,2025-07-24,25179.900390625,25317.69921875,24999.69921875,25044.349609375,25044.349609375,450,25044349,0,2025-06-24,0.0,0.0,0.0,0.5,25244.75,1,0.91000915,1,0.0029012296868362597,0.0029012296868362597,1.0017278892400967,1.0501935723249236
2025-06-25,NIFTY,FUTIDX,2025-07-25,25150.349609375,25266.80078125,25125.05078125,25244.75,25244.75,260,25244750,0,2025-06-25,0.0,0.0,0.0,0.5,25549.0,1,0.7793349,1,0.008001820520425307,0.008001820520425307,1.0097435360201004,1.058597032802372
2025-06-26,NIFTY,FUTIDX,2025-07-26,25268.94921875,25565.30078125,25259.900390625,25549.0,25549.0,428,25549000,0,2025-06-26,0.0,0.0,0.0,0.5,25637.80078125,1,0.771345,1,0.012052010814129765,0.012052010814129765,1.0219129760357122,1.0713552556895118
2025-06-27,NIFTY,FUTIDX,2025-07-27,25576.650390625,25654.19921875,25523.55078125,25637.80078125,25637.80078125,564,25637800,0,2025-06-27,0.0,0.0,0.0,0.5,25517.05078125,0,0.17228577,0,0.003475704773181043,0.003475704773181043,1.0254648438442953,1.0750789702654844
2025-06-30,NIFTY,FUTIDX,2025-07-30,25661.650390625,25669.349609375,25473.30078125,25517.05078125,25517.05078125,271,25517050,0,2025-06-30,0.0,0.0,0.0,0.5,25541.80078125,1,0.60619956,1,-0.004709842354665206,-0.0,1.0206350660895374,1.0750789702654844
2025-07-01,NIFTY,FUTIDX,2025-07-31,25551.349609375,25593.400390625,25501.80078125,25541.80078125,25541.80078125,260,25541800,0,2025-07-01,0.0,0.0,0.0,0.5,25453.400390625,0,0.27134502,0,0.0009699396772837598,0.0009699396772837598,1.0216250205361648,1.0761217320149583
2025-07-02,NIFTY,FUTIDX,2025-08-01,25588.30078125,25608.099609375,25378.75,25453.400390625,25453.400390625,309,25453400,0,2025-07-02,0.0,0.0,0.0,0.5,25405.30078125,0,0.28641066,0,-0.0034610085397696055,-0.0,1.0180891676156467,1.0761217320149583
2025-07-03,NIFTY,FUTIDX,2025-08-02,25505.099609375,25587.5,25384.349609375,25405.30078125,25405.30078125,293,25405300,0,2025-07-03,0.0,0.0,0.0,0.5,25461.0,1,0.6701946,1,-0.00188971251922454,-0.0,1.0161652717699166,1.0761217320149583
2025-07-04,NIFTY,FUTIDX,2025-08-03,25428.849609375,25470.25,25331.650390625,25461.0,25461.0,193,25461000,0,2025-07-04,0.0,0.0,0.0,0.5,25461.30078125,1,0.729343,1,0.0021924250859925998,0.0021924250859925998,1.0183931380032594,1.0784810482958098
2025-07-07,NIFTY,FUTIDX,2025-08-06,25450.44921875,25489.80078125,25407.25,25461.30078125,25461.30078125,196,25461300,0,2025-07-07,0.0,0.0,0.0,0.5,25522.5,1,0.7372438,1,1.1813410706551508e-05,1.1813410706551508e-05,1.0184051686996594,1.0784937888353725
2025-07-08,NIFTY,FUTIDX,2025-08-07,25427.849609375,25548.05078125,25424.150390625,25522.5,25522.5,210,25522500,0,2025-07-08,0.0,0.0,0.0,0.5,25476.099609375,0,0.47153863,0,0.0024036171315751087,0.0024036171315751087,1.0208530248100305,1.0810860749825146
2025-07-09,NIFTY,FUTIDX,2025-08-08,25514.599609375,25548.69921875,25424.349609375,25476.099609375,25476.099609375,239,25476099,0,2025-07-09,0.0,0.0,0.0,0.5,25355.25,0,0.0551181,0,-0.00181801902732881,-0.0,1.0189970945868196,1.0810860749825146
2025-07-10,NIFTY,FUTIDX,2025-08-09,25511.650390625,25524.05078125,25340.44921875,25355.25,25355.25,219,25355250,0,2025-07-10,0.0,0.0,0.0,0.5,25149.849609375,0,0.059080828,0,-0.004743646446198069,-0.0,1.0141633326403967,1.0810860749825146
2025-07-11,NIFTY,FUTIDX,2025-08-10,25255.5,25322.44921875,25129.0,25149.849609375,25149.849609375,250,25149849,0,2025-07-11,0.0,0.0,0.0,0.5,25082.30078125,0,0.11135092,0,-0.008100901810276007,-0.0,1.0059476950630946,1.0810860749825146
2025-07-14,NIFTY,FUTIDX,2025-08-13,25149.5,25151.099609375,25001.94921875,25082.30078125,25082.30078125,259,25082300,0,2025-07-14,0.0,0.0,0.0,0.5,25195.80078125,1,0.8575587,1,-0.002685854157148504,-0.0,1.0032458662644355,1.0810860749825146
2025-07-15,NIFTY,FUTIDX,2025-08-14,25089.5,25245.19921875,25088.44921875,25195.80078125,25195.80078125,241,25195800,0,2025-07-15,0.0,0.0,0.0,0.5,25212.05078125,1,0.68749106,1,0.004525103218794291,0.004525103218794291,1.0077856573631108,1.0859781010602116
2025-07-16,NIFTY,FUTIDX,2025-08-15,25196.599609375,25255.30078125,25121.05078125,25212.05078125,25212.05078125,228,25212050,0,2025-07-16,0.0,0.0,0.0,0.5,25111.44921875,0,0.035377998,0,0.0006449487413033861,0.0006449487413033861,1.0084356274543307,1.0866785012695734
2025-07-17,NIFTY,FUTIDX,2025-08-16,25230.75,25238.349609375,25101.0,25111.44921875,25111.44921875,243,25111449,0,2025-07-17,0.0,0.0,0.0,0.5,24968.400390625,0,0.033946786,0,-0.003990217351728331,-0.0,1.0044117501155614,1.0866785012695734
2025-07-18,NIFTY,FUTIDX,2025-08-17,25108.55078125,25144.599609375,24918.650390625,24968.400390625,24968.400390625,317,24968400,0,2025-07-18,0.0,0.0,0.0,0.5,25090.69921875,1,0.85047317,1,-0.0056965580472427835,-0.0,0.9986900602776954,1.0866785012695734
2025-07-21,NIFTY,FUTIDX,2025-08-20,24999.0,25111.400390625,24882.30078125,25090.69921875,25090.69921875,305,25090699,0,2025-07-21,0.0,0.0,0.0,0.5,25060.900390625,0,0.17717175,0,0.004898144302865282,0.004898144302865282,1.0035817883067728,1.0920012093796132
2025-07-22,NIFTY,FUTIDX,2025-08-21,25166.650390625,25182.0,25035.55078125,25060.900390625,25060.900390625,483,25060900,0,2025-07-22,0.0,0.0,0.0,0.5,25219.900390625,1,0.8986101,1,-0.0011876443882732346,-0.0,1.002389890027717,1.0920012093796132
2025-07-23,NIFTY,FUTIDX,2025-08-22,25139.349609375,25233.5,25085.5,25219.900390625,25219.900390625,271,25219900,0,2025-07-23,0.0,0.0,0.0,0.5,25062.099609375,0,0.29119766,0,0.006344544590244583,0.006344544590244583,1.0087495973818084,1.0989294597451231
2025-07-24,NIFTY,FUTIDX,2025-08-23,25243.30078125,25246.25,25018.69921875,25062.099609375,25062.099609375,338,25062099,0,2025-07-24,0.0,0.0,0.0,0.5,24837.0,0,0.24610376,0,-0.006256994627491075,-0.0,1.0024378565705065,1.0989294597451231
2025-07-25,NIFTY,FUTIDX,2025-08-24,25010.349609375,25010.349609375,24806.349609375,24837.0,24837.0,278,24837000,0,2025-07-25,0.0,0.0,0.0,0.5,24680.900390625,0,0.2801326,0,-0.008981674037030651,-0.0,0.9934342865004105,1.0989294597451231
2025-07-28,NIFTY,FUTIDX,2025-08-27,24782.44921875,24889.19921875,24646.599609375,24680.900390625,24680.900390625,262,24680900,0,2025-07-28,0.0,0.0,0.0,0.5,24821.099609375,1,0.8510392,1,-0.006284962329387578,-0.0,0.9871905894330334,1.0989294597451231
2025-07-29,NIFTY,FUTIDX,2025-08-28,24609.650390625,24847.150390625,24598.599609375,24821.099609375,24821.099609375,284,24821099,0,2025-07-29,0.0,0.0,0.0,0.5,24855.05078125,1,0.946243,1,0.005680474234370125,0.005680474234370125,0.9927983001407203,1.1051719002265956
2025-07-30,NIFTY,FUTIDX,2025-08-29,24890.400390625,24902.30078125,24771.94921875,24855.05078125,24855.05078125,243,24855050,0,2025-07-30,0.0,0.0,0.0,0.5,24768.349609375,0,0.11973966,0,0.001367835124523431,0.001367835124523431,0.9941562845272199,1.1066835931703618
2025-07-31,NIFTY,FUTIDX,2025-08-30,24642.25,24956.5,24635.0,24768.349609375,24768.349609375,346,24768349,0,2025-07-31,0.0,0.0,0.0,0.5,24565.349609375,0,0.19433077,0,-0.0034882717656889994,-0.0,0.9906883972292213,1.1066835931703618
2025-08-01,NIFTY,FUTIDX,2025-08-31,24734.900390625,24784.150390625,24535.05078125,24565.349609375,24565.349609375,263,24565349,0,2025-08-01,0.0,0.0,0.0,0.5,24722.75,1,0.97758156,1,-0.008195943742782208,-0.0,0.9825687708589035,1.1066835931703618
2025-08-04,NIFTY,FUTIDX,2025-09-03,24596.05078125,24736.25,24554.0,24722.75,24722.75,259,24722750,0,2025-08-04,0.0,0.0,0.0,0.5,24649.55078125,0,0.24270526,0,0.006407415043054421,0.006407415043054421,0.9888644967821403,1.113774574273143
2025-08-05,NIFTY,FUTIDX,2025-09-04,24720.25,24733.099609375,24590.30078125,24649.55078125,24649.55078125,251,24649550,0,2025-08-05,0.0,0.0,0.0,0.5,24574.19921875,0,0.09929832,0,-0.0029608040671041946,-0.0,0.9859366627582528,1.113774574273143
2025-08-06,NIFTY,FUTIDX,2025-09-05,24641.349609375,24671.400390625,24539.19921875,24574.19921875,24574.19921875,225,24574199,0,2025-08-06,0.0,0.0,0.0,0.5,24596.150390625,1,0.9028761,1,-0.003056914228121266,-0.0,0.9829227389458407,1.113774574273143
2025-08-07,NIFTY,FUTIDX,2025-09-06,24464.19921875,24634.19921875,24344.150390625,24596.150390625,24596.150390625,616,24596150,0,2025-08-07,0.0,0.0,0.0,0.5,24363.30078125,0,0.19217335,0,0.0008932609229541644,0.0008932609229541644,0.9838007454188241,1.1147694655773213
2025-08-08,NIFTY,FUTIDX,2025-09-07,24544.25,24585.5,24337.5,24363.30078125,24363.30078125,312,24363300,0,2025-08-08,0.0,0.0,0.0,0.5,24585.05078125,1,0.9292231,1,-0.009466912735407229,-0.0,0.9744871896129155,1.1147694655773213
2025-08-11,NIFTY,FUTIDX,2025-09-10,24371.5,24600.849609375,24347.44921875,24585.05078125,24585.05078125,241,24585050,0,2025-08-11,0.0,0.0,0.0,0.5,24487.400390625,0,0.3546547,0,0.009101804471857822,0.009101804471857822,0.9833567814731025,1.1249158792842036
2025-08-12,NIFTY,FUTIDX,2025-09-11,24563.349609375,24702.599609375,24465.650390625,24487.400390625,24487.400390625,237,24487400,0,2025-08-12,0.0,0.0,0.0,0.5,24619.349609375,1,0.7653455,1,-0.003971941790719136,-0.0,0.9794509455775824,1.1249158792842036
2025-08-13,NIFTY,FUTIDX,2025-09-12,24586.19921875,24664.55078125,24535.25,24619.349609375,24619.349609375,236,24619349,0,2025-08-13,0.0,0.0,0.0,0.5,24631.30078125,1,0.8234812,1,0.005388453516712133,0.005388453516712133,0.984728671469727,1.1309774362099378
2025-08-14,NIFTY,FUTIDX,2025-09-13,24607.25,24673.650390625,24596.900390625,24631.30078125,24631.30078125,270,24631300,0,2025-08-14,0.0,0.0,0.0,0.5,24876.94921875,1,0.86422336,1,0.00048543816407109475,0.00048543816407109475,0.9852066963481134,1.1315264558201774
2025-08-18,NIFTY,FUTIDX,2025-09-17,24938.19921875,25022.0,24852.849609375,24876.94921875,24876.94921875,363,24876949,0,2025-08-18,0.0,0.0,0.0,0.5,24980.650390625,1,0.81488556,1,0.009973019276634965,0.009973019276634965,0.995032181722263,1.1428111909760945
2025-08-19,NIFTY,FUTIDX,2025-09-18,24891.349609375,25012.650390625,24873.94921875,24980.650390625,24980.650390625,252,24980650,0,2025-08-19,0.0,0.0,0.0,0.5,25050.55078125,1,0.89478207,1,0.004168564680625764,0.004168564680625764,0.9991800377310764,1.1475750733434213
